Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
possibility	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,-1,1,1,1
crisper	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
proliferative	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
taco truck	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
presents	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
psychophysically	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
gestural	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
loudness	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
contact sport	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
bather	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
potage	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
capped off	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,-1,1
them	0.18	0	0	0.808695652173913	115	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,1,1,0,1,-1,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1,0,1,0,0
multiplied	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
dreamily	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,-1,1,1,1
sequential	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
vasectomy	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
sad fact	0.18	0	0	0.818181818181818	11	0,0,0,0,0,1,0,0,0,0,1
statured	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
conifer	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
decoratively	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
bookbinding	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
panorama	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
ambler	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
espresso	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
seasonally	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
fajita	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
raspberries	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
giggly	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,-1,1,1
humongous	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
phoned	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
seacoast	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
platinum blonde	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,1,0,1,-1,1
drift	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
avocado	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
metaphoric	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
melodious	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
gossamer	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
enthralment	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
anime series	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
pop music	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
movie	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
anticipatorily	0.18	0	0	0.818181818181818	11	1,0,0,0,0,0,0,0,0,1,0
decaffeinated	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
bottled	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
hip hop	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
chili powder	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
vocalization	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
waiting list	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
pomade	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
diurnal	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
storyboard	0.18	0	0	0.78804347826087	184	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,-1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,-1,0,1,0,0,1
master bedroom	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
glucosamine	0.18	0	0	0.727272727272727	11	0,0,0,0,0,0,-1,0,1,0,2
big year	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
meteorite	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
paint	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
counterculture	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,-1,1
piece	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
undergrad	0.18	0	0	0.818181818181818	11	0,0,0,0,0,1,0,0,1,0,0
bobsled	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
coactivity	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
bookstand	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
parlour	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
end on	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
heredity	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
heated up	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
snacks	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
school day	0.18	0	0	0.909090909090909	11	0,0,0,0,0,0,0,0,0,0,2
bonbon	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
pass in	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
loaf	0.18	0	0	0.454545454545455	11	0,0,0,0,-1,0,-1,1,1,1,1
glint	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
blueberries	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
pause button	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
armrest	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
turned out	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
service fee	0.18	0	0	0.818181818181818	11	0,0,1,0,0,0,0,0,1,0,0
pocket money	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
literature	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
archaic	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
plump	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,-1,1
grilled chicken	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,1,-1
ice maker	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,1,1,0,1,-1
manicure	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
semiprivate	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
powder blue	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
curtail	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
compel	0.18	0	0	0.636363636363636	11	0,0,0,0,0,1,0,-1,1,1,0
television	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
photographically	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
crossword puzzle	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
blissfully	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,-1,1,1,1
malt	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
farmost	0.18	0	0	0.818181818181818	11	0,1,0,0,0,1,0,0,0,0,0
portabella	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
wholemeal	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
neutral zone	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
juicy	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
beefcake	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,1,0
caps lock	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
beerhouse	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
brew	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
sessions	0.18	0	0	0.636363636363636	11	1,0,0,0,0,0,0,-1,1,1,0
drink	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
broad	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
harmonica	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
avocational	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
stomachache	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
theme song	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
aggregate	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
subpoena	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
resplendently	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
mop	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
flautist	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
one day	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
piazza	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
goldstone	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
cruiser	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
market price	0.18	0	0	0.727272727272727	11	0,0,0,0,0,0,0,2,-1,0,1
love bug	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
fullscreen	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
grape juice	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
cabana	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
dame	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
personal	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,1,0,0
onset	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
very fast	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
greenleaf	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,0,0,1,0
billable	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
thee	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,1,0,0,0
elemental	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
candelabrum	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
toolbar	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
see life	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
heightener	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
shopping mall	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
kitchenette	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
briefly	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
leasable	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
flyable	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
cultivatable	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
phase out	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
do up	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
new wave	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
spouseless	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
spigot	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
disadvantaged	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
planets	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
prekindergarten	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
happynewyear	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
shoes	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
court case	0.18	0	0	0.636363636363636	11	1,0,-1,0,0,1,0,1,0,0,0
out there	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
accessorize	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
emotion	0.18	0	0	0.818181818181818	11	0,0,1,0,0,0,0,1,0,0,0
proportionally	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
humidification	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
blood orange	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
skittle	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
postulation	0.18	0	0	0.6875	192	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,-1,0,1,0,0,1,1,0,0,0,1,-1,0,-1,1,1,0,-1,1,1,0,0,1,1,0,1,0,0,1,-1,1,1,1,1,-1,1,1,0,1,0,0,1,-1,0,1,0,-1,0,1,-1,0,1,1,0,0,1,1,1,0,1
idyllically	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
drinking age	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
cool stuff	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
tack	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
deathless	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
heirdom	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
solitariness	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
epitaph	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
skyway	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
impassive	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,1,-1
woven	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
motorway	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
sportiness	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
scallion	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
rebounder	0.18	0	0	0.818181818181818	11	1,0,0,0,0,0,0,0,1,0,0
go hungry	0.18	0	0	0.636363636363636	11	0,0,0,0,0,-1,0,1,0,1,1
fantasy novel	0.18	0	0	0.636363636363636	11	0,0,-1,0,0,0,0,0,1,1,1
autobahn	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
letters	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,1,0,0,0
salivation	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
rhythmic	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
invigorator	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
snowcap	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
straight men	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
prototypic	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
dialect	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
aplenty	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
neigh	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,1,0,0,0
cardiogenic	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
breeder	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
saltiness	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
nutmeg	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,1,0,0,0,0
time zone	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
open for	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
concurrently	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
foldaway	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
water ice	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
griddlecake	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
towel	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
rucksack	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
fillet	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
southeastern	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,1,0,0,0
mingle with	0.18	0	0	0.818181818181818	11	0,1,0,0,0,0,0,1,0,0,0
diaspora	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
buffet	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
nightwear	0.18	0	0	0.818181818181818	11	1,0,0,0,0,0,0,0,0,0,1
wide world	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
moviemaker	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,1,-1
halving	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
gluten	0.18	0	0	0.818181818181818	11	1,0,0,0,0,1,0,0,0,0,0
inkwell	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
wonder	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
chowtime	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
poeticize	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
lemon drop	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
actress	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
big surprise	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
roomful	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
whitewood	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
dayoff	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,1,-1
hard day	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,1,1,0,-1,1
submerged	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
freestyle	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
bacon	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
makeover	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
gazelle	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
natal	0.18	0	0	0.818181818181818	11	0,0,0,0,0,1,0,0,1,0,0
fried rice	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
kabob	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
nethermost	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
tall glass	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
interpretatively	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
short order	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
pool	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,0,1,0,0
intimately	0.18	0	0	0.636363636363636	11	0,0,0,0,0,0,0,1,1,-1,1
featherlike	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
tendinitis	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
album	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
breadfruit	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
onside	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
bingo	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
rose bowl	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
doubly	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
banquette	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
spending	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
in progress	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
meet up	0.18	0	0	0.727272727272727	11	0,0,0,0,0,0,0,2,1,0,-1
analyzable	0.18	0	0	0.909090909090909	11	0,0,0,0,0,0,0,2,0,0,0
whatmakesmesmile	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,0,0,1,0
log off	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
finger	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
fervidly	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
steeplechase	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
occupationally	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
lawn	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
motorcar	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
celery	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,1,0
moonlight	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
canal	0.18	0	0	0.818181818181818	11	0,1,0,0,0,0,0,0,0,1,0
ropewalker	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
spryly	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
fencer	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
broad brush	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
overflow	0.18	0	0	0.818181818181818	11	0,1,0,0,0,0,0,0,0,0,1
dandy	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
emigrate	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
emotional person	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
furthest	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
infrequently	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
lollypop	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
thematic	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
presumptive	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,0,1
lay out	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
disco	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
creme	0.18	0	0	0.818181818181818	11	0,0,0,0,0,1,0,0,0,0,1
placard	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,1,0,0
prima	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,1,0,0,0
spotlight	0.18	0	0	0.727272727272727	11	0,0,0,0,0,-1,0,0,1,0,2
smooth jazz	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,1,0,1,0
rosily	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,0,1,1
webbing	0.18	0	0	0.818181818181818	11	0,0,0,0,1,0,0,0,0,1,0
right now	0.18	0	0	0.909090909090909	11	0,0,0,0,0,0,0,0,2,0,0
feature	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
hemophilia	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,0,1
coffee	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,0,0,1
untapped	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,1,0,1,0,0
improvisatory	0.18	0	0	0.818181818181818	11	0,0,1,0,0,0,0,0,1,0,0
brainwave	0.18	0	0	0.818181818181818	11	0,0,0,0,0,0,0,0,1,1,0
